"","name","type","allele1","allele2","rpkm","info"
"2423","CORL105","DQB1","03:01","02:01'",58.86,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2424","CORL105","DQA1","05:01","05:01",109.54,""
"2425","CORL105","DRB1","03:01'","11:01'",409.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2426","DV90","A","03:01","11:01",2.71,""
"2427","DV90","DRB1","14:01'","13:02'",11.7,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2428","DV90","DQB1","06:04'","05:03",10,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2429","DV90","B","35:11'","15:17'",18.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2430","DV90","C","04:01","04:01",139.59,""
"2431","DV90","DQA1","01:02'","01:02",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2432","HCC1833","DQA1","01:02'","03:02'",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2433","HCC1833","B","35:03","35:03",132.35,""
"2434","HCC1833","C","12:03","12:03",87.39,""
"2435","HCC1833","DRB1","11:01'","04:01'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2436","HCC1833","A","24:02","24:02",685.68,""
"2437","HCC1833","DQB1","05:03","03:02'",0.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2438","HCC2108","DQB1","03:04'","03:04",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2439","HCC2108","C","05:01","05:01",58.72,""
"2440","HCC2108","DQA1","03:02'","03:02",0.12,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2441","HCC2108","B","44:02","44:02",52.97,""
"2442","HCC2108","DRB1","04:01'","11:02",0.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2443","HCC2108","A","02:01","02:01",133.05,""
"2444","HCC2279","B","40:01'","40:01",250.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2445","HCC2279","C","03:04'","03:04",223.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2446","HCC2279","A","11:01","11:01",185.26,""
"2447","HCC2279","DQB1","06:01","03:02'",1.94,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2448","HCC2279","DRB1","08:03'","08:03",15.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2449","HCC2279","DQA1","01:02'","01:02",2.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2450","HCC4006","B","44:03'","44:03",125.91,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2451","HCC4006","A","33:03","33:03",167.9,""
"2452","HCC4006","C","07:01'","07:01",210.65,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2453","HCC4006","DRB1","07:01","14:05",2.25,""
"2454","HCC4006","DQB1","02:02'","02:02",0.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2455","HCC78","DRB1","15:01","13:26",7.41,""
"2456","HCC78","DQA1","01:02'","03:02'",0.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2457","HCC78","DQB1","06:02","06:02",9.73,""
"2458","HCC78","C","06:02","12:03",291.8,""
"2459","HCC78","A","02:05'","02:05",705.9,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2460","HCC78","B","13:02","15:03'",389.34,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2461","HCC827","C","12:02","12:02",57.25,""
"2462","HCC827","A","11:01","11:01",65.13,""
"2463","HCC827","DQA1","03:02'","05:01",0.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2464","HCC827","DQB1","06:01","06:01",0.1,""
"2465","HCC827","DRB1","01:01","15:01'",0.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2466","HCC827","B","52:01","35:01'",23.55,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2467","HS229T","DRB1","14:76","07:01",0.13,""
"2468","HS229T","DQB1","06:02'","06:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2469","HS229T","DQA1","03:02'","04:01",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2470","HS229T","B","07:02","44:03'",36.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2471","HS229T","A","03:01","02:01'",101.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2472","HS229T","C","04:01","07:02",51.18,""
"2473","HS618T","A","68:01","29:02",56.63,""
"2474","HS618T","C","07:02","16:01",98.74,""
"2475","HS618T","DQA1","05:02'","01:02'",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2476","HS618T","B","35:08'","44:02'",19.41,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2477","HS618T","DRB1","11:01","10:04",0.03,""
"2478","LXF289","DRB1","13:01'","13:01",1.72,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2479","LXF289","B","38:01","38:01",352.88,""
"2480","LXF289","DQA1","01:02'","03:02'",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2481","LXF289","A","32:01'","32:01",341.72,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2482","LXF289","C","12:03","12:03",188.44,""
"2483","LXF289","DQB1","06:11'","06:11",1.62,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2484","NCIH1355","C","04:01","06:02",36.37,""
"2485","NCIH1355","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2486","NCIH1355","DRB1","03:02","03:02",0.02,""
"2487","NCIH1355","B","50:01","35:08'",12.54,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2488","NCIH1355","A","02:01","02:01",93.22,""
"2489","NCIH1395","A","02:01","01:01",1051,""
"2490","NCIH1395","C","04:01","03:03",1212.56,""
"2491","NCIH1395","DQB1","04:01'","04:01",0.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2492","NCIH1395","B","15:01'","40:01",752.4,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2493","NCIH1395","DRB1","13:12","15:01'",0.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2494","NCIH1437","B","07:02","07:02",5.56,""
"2495","NCIH1437","DQB1","06:01'","06:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2496","NCIH1437","C","07:02","07:02",44.46,""
"2497","NCIH1437","A","03:01","03:01",93.17,""
"2498","NCIH1563","A","02:01'","24:02",1162.44,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2499","NCIH1563","DQB1","05:01","03:04'",0.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2500","NCIH1563","DRB1","01:01","11:04'",1.75,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2501","NCIH1563","B","51:01","35:02'",735.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2502","NCIH1563","C","15:02'","04:01",881.73,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2503","NCIH1573","DQB1","06:09'","06:09",4.24,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2504","NCIH1573","DQA1","01:02'","01:02",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2505","NCIH1573","B","14:02'","14:02",35.26,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2506","NCIH1573","A","30:01","30:01",85.72,""
"2507","NCIH1573","C","08:02","08:02",42.74,""
"2508","NCIH1573","DRB1","13:01'","09:07",0.32,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2509","NCIH1623","DQB1","06:01'","06:01",0.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2510","NCIH1623","DRB1","15:01'","13:44",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2511","NCIH1623","C","05:01","03:04",20.94,""
"2512","NCIH1623","DQA1","01:02'","03:02'",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2513","NCIH1623","B","40:01","51:01",13.82,""
"2514","NCIH1623","A","01:01","11:01",23.92,""
"2515","NCIH1648","DQB1","06:02","04:02'",9.29,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2516","NCIH1648","C","04:01","07:02",110.33,""
"2517","NCIH1648","A","34:02","11:01",111.82,""
"2518","NCIH1648","B","07:02","53:01",78.66,""
"2519","NCIH1648","DQA1","04:01","01:02'",0.48,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2520","NCIH1648","DRB1","15:01","03:02'",5.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2521","NCIH1651","C","07:01'","07:01",89.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2522","NCIH1651","B","08:01","07:02",50.17,""
"2523","NCIH1651","A","03:01","24:02",309.41,""
"2524","NCIH1651","DRB1","15:02'","15:02",0.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2525","NCIH1693","C","07:04'","07:04",101.59,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2526","NCIH1693","DQA1","01:02'","01:02",0.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2527","NCIH1693","DQB1","06:13'","05:01",2.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2528","NCIH1693","B","44:02","07:02",24.35,""
"2529","NCIH1693","A","03:01","03:01",46.28,""
"2530","NCIH1693","DRB1","15:01","01:01'",1.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2531","NCIH1703","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2532","NCIH1703","B","08:01","07:02",43.06,""
"2533","NCIH1703","DQB1","05:01'","05:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2534","NCIH1703","DRB1","01:02'","xx",0.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2535","NCIH1703","A","01:01","02:01",199.95,""
"2536","NCIH1703","C","07:06'","07:06",169.6,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2537","NCIH1734","A","02:01","02:01",143.91,""
"2538","NCIH1734","DRB1","15:01","13:07",3.03,""
"2539","NCIH1734","B","40:01'","44:02",22.5,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2540","NCIH1734","DQA1","01:02'","03:02'",0.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2541","NCIH1734","C","03:04","16:04'",54.42,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2542","NCIH1734","DQB1","06:02","06:02",12.06,""
"2543","NCIH1755","DRB1","01:01'","01:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2544","NCIH1755","C","05:01","03:04",34.39,""
"2545","NCIH1755","A","02:01","02:01",244.46,""
"2546","NCIH1755","DQA1","05:02'","02:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2547","NCIH1755","B","40:01'","44:02",6.99,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2548","NCIH1792","C","07:01'","04:01",53.58,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2549","NCIH1792","DRB1","03:05'","11:04'",0.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2550","NCIH1792","B","08:01","15:01'",13.26,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2551","NCIH1792","A","26:08'","02:01",39.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2552","NCIH2023","DRB1","03:05'","14:01'",1.9,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2553","NCIH2023","C","07:06'","07:06",126.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2554","NCIH2023","DQB1","05:03'","05:03",0.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2555","NCIH2023","DQA1","03:02'","03:02",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2556","NCIH2023","B","08:01","07:02",17.41,""
"2557","NCIH2023","A","02:01","02:01",97.06,""
"2558","NCIH2073","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2559","NCIH2073","C","03:04'","12:03",29.91,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2560","NCIH2073","DQB1","06:07'","06:07",1.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2561","NCIH2073","A","25:01","02:01'",21,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2562","NCIH2073","DRB1","13:02'","15:01'",1.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2563","NCIH2073","B","40:01'","18:01",23.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2564","NCIH2085","A","03:01","01:01",23.63,""
"2565","NCIH2085","DQA1","01:02'","01:02",0.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2566","NCIH2085","DRB1","13:07","13:07",0.02,""
"2567","NCIH2085","B","08:01","14:02'",36.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2568","NCIH2085","C","07:06'","07:06",123.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2569","NCIH2085","DQB1","05:01","03:02'",0.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2570","NCIH2087","A","02:01","02:01",433.51,""
"2571","NCIH2087","B","44:03'","44:03",191.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2572","NCIH2087","C","16:01","16:01",178.52,""
"2573","NCIH2087","DQA1","02:01","02:01",0.05,""
"2574","NCIH2087","DQB1","02:02'","02:02",0.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2575","NCIH2087","DRB1","07:01","14:18'",0.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2576","NCIH2126","DQB1","06:02'","06:02",0.81,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2577","NCIH2126","DQA1","05:02'","03:02'",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2578","NCIH2126","DRB1","15:01","16:08",1.58,""
"2579","NCIH2126","C","01:02","04:01",54.15,""
"2580","NCIH2126","B","08:20","15:01'",3.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2581","NCIH2126","A","03:01","02:05'",31.56,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2582","NCIH2228","DQA1","01:02","01:02",25.21,""
"2583","NCIH2228","DQB1","06:11'","06:11",61.62,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2584","NCIH2228","B","38:01","07:02",225.72,""
"2585","NCIH2228","C","07:02","12:03",279.93,""
"2586","NCIH2228","A","02:01","03:01",397.65,""
"2587","NCIH2228","DRB1","15:01'","13:01'",96.21,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2588","NCIH2291","DQA1","01:02","02:01",0.56,""
"2589","NCIH2291","B","07:02","07:02",337.65,""
"2590","NCIH2291","C","07:02","07:02",273.14,""
"2591","NCIH2291","DRB1","15:01'","13:27'",0.4,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2592","NCIH2291","A","03:01","03:01",556.66,""
"2593","NCIH2291","DQB1","06:02'","06:02",10.54,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2594","NCIH2347","DQB1","03:02'","06:13'",0.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2595","NCIH2347","DQA1","02:01","02:01",0.03,""
"2596","NCIH2347","A","01:01","02:01",93.49,""
"2597","NCIH2347","C","03:04'","03:04",64.95,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2598","NCIH2347","B","15:01'","15:01",77.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2599","NCIH2405","B","14:02'","51:01",119.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2600","NCIH2405","C","15:02","08:02",95.12,""
"2601","NCIH2405","A","32:01'","02:01'",89.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2602","NCIH2405","DRB1","01:02","16:01'",9.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2603","NCIH2405","DQA1","01:02'","01:02",0.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2604","NCIH2405","DQB1","05:01'","05:01",0.71,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2605","NCIH322","C","16:01","16:01",48.77,""
"2606","NCIH322","DRB1","15:01'","15:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2607","NCIH322","B","44:03'","44:03",3.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2608","NCIH322","A","29:02","29:02",3.03,""
"2609","NCIH322","DQB1","06:11","06:11",0.06,""
"2610","NCIH322","DQA1","01:02'","03:02'",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2611","NCIH3255","C","06:02","06:02",129.52,""
"2612","NCIH3255","B","41:01","37:01",29.66,""
"2613","NCIH3255","DRB1","15:01'","01:03'",2.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2614","NCIH3255","A","01:01","03:01",116.91,""
"2615","NCIH3255","DQA1","01:02","01:02",1.51,""
"2616","NCIH3255","DQB1","06:13'","06:13",69.48,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2617","NCIH441","A","03:01","02:01'",245.36,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2618","NCIH441","B","44:03'","38:01",39.45,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2619","NCIH441","DQB1","06:07'","06:07",0.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2620","NCIH441","DRB1","13:23'","14:103",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2621","NCIH441","C","16:02","16:02",90.83,""
"2622","NCIH854","A","29:02","29:02",349.49,""
"2623","NCIH854","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2624","NCIH854","C","16:01","16:01",58.99,""
"2625","NCIH854","B","07:17'","44:03'",1.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2626","NCIH854","DQB1","06:02'","06:02",0.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2627","NCIH854","DRB1","15:01","15:01",1.21,""
"2628","RERFLCAD1","A","24:02","11:01",204.28,""
"2629","RERFLCAD1","B","52:01","52:01",439.61,""
"2630","RERFLCAD1","DQB1","06:01","06:01",8.53,""
"2631","RERFLCAD1","C","12:02","12:02",450.25,""
"2632","RERFLCAD1","DQA1","01:03'","04:01",0.8,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2633","RERFLCAD1","DRB1","15:02'","09:01",32.93,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2634","RERFLCAD2","DRB1","12:02'","03:79",11.51,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2635","RERFLCAD2","A","02:01'","24:02",69,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2636","RERFLCAD2","DQB1","03:01","03:01",0.87,""
"2637","RERFLCAD2","DQA1","06:01","06:01",2.05,""
"2638","RERFLCAD2","B","13:01","48:01",62.11,""
"2639","RERFLCAD2","C","03:04","04:01",93.73,""
"2640","SKLU1","C","02:02","02:02",187.46,""
"2641","SKLU1","DQA1","01:02'","01:02",0.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2642","SKLU1","B","40:02","40:02",307.91,""
"2643","SKLU1","DRB1","13:01'","03:17'",14.94,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2644","SKLU1","A","24:02","24:02",173.83,""
"2645","SKLU1","DQB1","06:03'","06:03",3.95,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2646","NCIH1650","C","07:04'","07:04",135.23,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2647","NCIH1650","B","15:18'","15:18",25.52,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2648","NCIH1650","DQB1","06:13'","06:13",0.93,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2649","NCIH1650","A","02:01","02:01",49.3,""
"2650","NCIH1650","DRB1","13:01'","13:01",0.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2651","NCIH1666","DQB1","05:03'","05:03",0.7,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2652","NCIH1666","A","01:01","02:01'",17.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2653","NCIH1666","B","67:02","44:02",0.81,""
"2654","NCIH1666","C","07:04'","12:03",32.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2655","NCIH1781","DQA1","01:02'","02:01",0.54,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2656","NCIH1781","B","55:01","07:02",85.59,""
"2657","NCIH1781","C","01:02","07:02",184.41,""
"2658","NCIH1781","DRB1","15:01","13:01'",13.99,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2659","NCIH1781","DQB1","06:11'","06:11",31.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2660","NCIH1781","A","31:01","03:01",63.02,""
"2661","NCIH358","DRB1","01:01","11:01",0.32,""
"2662","NCIH358","DQB1","05:01","06:13'",0.57,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2663","NCIH358","A","03:01","03:01",284.65,""
"2664","NCIH358","B","35:01","15:01'",30.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2665","NCIH358","DQA1","02:01","02:01",0.03,""
"2666","NCIH358","C","04:01","03:04",112.93,""
"2667","NCIH650","A","24:02","24:02",340.09,""
"2668","NCIH650","DRB1","15:01","13:07",4.5,""
"2669","NCIH650","DQB1","06:02'","06:02",1.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2670","NCIH650","DQA1","01:02'","01:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2671","NCIH650","B","07:02","07:02",36.17,""
"2672","NCIH650","C","07:02","07:02",132.91,""
"2673","HCC1359","C","06:02","16:01",27.52,""
"2674","HCC1359","DRB1","15:03'","13:26",2.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2675","HCC1359","A","30:01","66:01",76.99,""
"2676","HCC1359","B","58:02","35:01'",16.92,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2677","HCC1359","DQB1","06:13'","06:13",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2678","HCC1438","DRB1","03:17'","14:01'",1.68,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2679","HCC1438","A","29:02","29:02",123.96,""
"2680","HCC1438","DQB1","05:03","06:04'",2.76,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2681","HCC1438","B","44:03'","44:03",151.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2682","HCC1438","C","16:01","16:01",172.61,""
"2683","HCC1438","DQA1","01:02'","03:02'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2684","LCLC103H","DQB1","02:02'","02:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2685","LCLC103H","DRB1","04:04'","xx",0.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2686","LCLC103H","DQA1","03:02'","05:01",0.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2687","LCLC103H","C","07:02","07:02",277.38,""
"2688","LCLC103H","A","03:01","03:01",539.68,""
"2689","LCLC103H","B","07:02","07:02",309.5,""
"2690","LCLC97TM1","B","15:01'","18:01",44.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2691","LCLC97TM1","C","03:03","12:03",53.68,""
"2692","LCLC97TM1","DQA1","03:02'","01:02'",0.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2693","LCLC97TM1","DQB1","05:01","03:02'",2.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2694","LCLC97TM1","DRB1","01:01","04:01'",7.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2695","LCLC97TM1","A","02:19'","24:02",158.25,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2696","LU99","C","01:02","01:02",18.85,""
"2697","LU99","DRB1","15:02'","03:19",0.85,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2698","LU99","B","54:01","52:01",9.06,""
"2699","LU99","DQA1","05:02'","05:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2700","LU99","A","24:02","24:02",101.83,""
"2701","NCIH1155","DQB1","02:02'","02:02",0.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2702","NCIH1155","DRB1","14:76","01:01'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2703","NCIH1155","B","47:01","47:01",215.97,""
"2704","NCIH1155","A","03:01","03:01",383.45,""
"2705","NCIH1155","C","06:02","06:02",306.49,""
"2706","NCIH1915","DQB1","03:04'","03:04",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2707","NCIH1915","B","14:02'","14:02",4.8,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2708","NCIH1915","C","02:02","02:02",5.57,""
"2709","NCIH1915","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2710","NCIH1915","A","24:02'","24:02",34.71,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2711","NCIH661","DRB1","03:01'","14:46",0.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2712","NCIH661","B","08:01","08:01",12.26,""
"2713","NCIH661","C","07:01'","07:01",79.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2714","NCIH661","A","02:01'","24:02'",0.55,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2715","NCIH810","B","58:05","49:01",0.42,""
"2716","NCIH810","DQB1","06:13'","04:01'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2717","NCIH810","A","11:01","11:01",17.18,""
"2718","NCIH810","C","07:01'","07:01",16.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2719","T3M10","B","46:01","40:01",204.35,""
"2720","T3M10","A","24:02","11:01",343.85,""
"2721","T3M10","DQB1","06:01","03:04'",2.83,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2722","T3M10","DRB1","11:01","08:03'",82.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2723","T3M10","DQA1","01:03'","05:02'",1.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2724","T3M10","C","01:03'","03:10'",167.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2725","HCC1195","C","17:01","06:02",9.76,""
"2726","HCC1195","B","58:02","42:02",6.38,""
"2727","HCC1195","A","30:01","33:03",84.87,""
"2728","HCC1195","DQB1","06:13'","06:13",0.22,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2729","HCC366","C","03:03","03:03",208.19,""
"2730","HCC366","DQB1","06:08'","06:08",1.39,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"2731","HCC366","A","11:01","11:01",315.33,""
